route_id,origin_city,destination_city,origin_country,destination_country,origin_port,destination_port,distance_km,average_transit_days,route_risk,traffic_index
6bcfba85-81b0-4183-9a51-502a2378801c,Manchester,Osaka,United Kingdom,Japan,Port of Felixstowe,Port of Yokohama,9515.0,16,High,71
c12ba73e-4f43-46be-9c90-f8f7a0fe770d,Hyderabad,Guangzhou,India,China,Nhava Sheva,Shenzhen Port,608.59,2,Medium,41
93cc9fb8-2097-4c09-9191-aedc20387797,Seoul,Abu Dhabi,South Korea,UAE,Port of Busan,Khalifa Port,9077.1,14,Low,31
72d7c918-e680-4296-910a-3ecf221291fe,Frankfurt,Shenzhen,Germany,China,Bremerhaven,Shanghai Port,9528.33,22,Medium,44
43eafeea-f4b8-4327-8a51-f2c047496a0c,Amsterdam,New York,Netherlands,United States,Port of Rotterdam,Port Houston,3210.14,6,Low,19
0e871d85-e5b7-41ae-97f2-f1d17f62a122,Singapore,Mumbai,Singapore,India,Port of Singapore,Mundra Port,690.64,3,Critical,90
d1de2aab-3125-457b-beb0-4c0421dda26b,Singapore,Seoul,Singapore,South Korea,Port of Singapore,Incheon Port,12005.16,29,Medium,54
b237b842-0fc7-47b9-a157-3a905fa685fe,Amsterdam,Shenzhen,Netherlands,China,Port of Rotterdam,Shanghai Port,9030.74,20,Medium,52
6162ba33-8b14-4a21-962a-340e9423b276,Singapore,Bremen,Singapore,Germany,Port of Singapore,Bremerhaven,10183.27,20,Low,28
aa873375-1f10-4cec-827d-64fc3208412d,Abu Dhabi,Hamburg,UAE,Germany,Khalifa Port,Bremerhaven,10233.59,18,Medium,67
2e183ba8-9920-4bdb-96e9-3a954619b34d,Hamburg,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,549.26,2,Low,27
b04d7382-18ba-404a-af2f-db8ad6fcb9b0,Amsterdam,Singapore,Netherlands,Singapore,Port of Rotterdam,Port of Singapore,6669.95,12,Low,27
2a1a693f-af12-4c4e-9db2-f6f825b8197c,Singapore,Hyderabad,Singapore,India,Port of Singapore,Kolkata Port,7817.47,18,Medium,59
1a2fa8b7-2810-4ec9-ac35-076034f80c58,Tokyo,Ahmedabad,Japan,India,Port of Yokohama,Nhava Sheva,4567.73,9,High,74
538ddef3-6904-45f0-bdf7-124759f837b6,Singapore,Chicago,Singapore,United States,Port of Singapore,Port Houston,8839.47,21,Medium,44
2e9f0940-517f-4e17-8bcb-4b2810964fa1,Osaka,Houston,Japan,United States,Port of Osaka,Port Houston,8459.56,15,Low,38
ae43747d-890a-4bfa-b4c1-1ae1f780061b,London,Shenzhen,United Kingdom,China,Port of Felixstowe,Shenzhen Port,6843.47,14,Low,37
f7189a50-87f9-491f-80c8-4e5624b7c527,Yokohama,Los Angeles,Japan,United States,Port of Osaka,Port of LA,8011.7,14,High,74
d43f447b-70ea-4559-b565-bc7b5d4e96e2,Tokyo,Felixstowe,Japan,United Kingdom,Port of Osaka,Port of Felixstowe,2258.13,8,Medium,54
bd1cb21c-5914-46c5-8894-c5b2a698bc34,Seoul,Shanghai,South Korea,China,Incheon Port,Shenzhen Port,10566.57,23,Low,36
ba2451b7-03ed-478d-bd68-8140a1b9d281,London,Seoul,United Kingdom,South Korea,Port of Felixstowe,Incheon Port,7236.39,10,High,66
4f165d4e-21cc-49f0-813e-d6214405388f,Rotterdam,Busan,Netherlands,South Korea,Port of Rotterdam,Incheon Port,11704.83,23,High,88
5b073d46-4819-4c12-ac11-d8c441e2e8a3,Seoul,Shanghai,South Korea,China,Incheon Port,Shanghai Port,866.24,6,High,79
9fb074be-9d1f-47e6-b784-a4e20dd59f50,Dubai,London,UAE,United Kingdom,Jebel Ali,Port of Felixstowe,1028.59,5,Low,39
d510b46a-f046-4153-8cdc-7ec84599dab3,Felixstowe,Amsterdam,United Kingdom,Netherlands,Port of Felixstowe,Port of Rotterdam,441.41,1,Low,20
a39afdde-f59a-4fa8-934b-15f7c72b4b6e,Singapore,Busan,Singapore,South Korea,Port of Singapore,Port of Busan,1144.52,3,Low,31
ad9529d5-eef0-47c8-9696-d6fa985727e1,Shenzhen,Chicago,China,United States,Shenzhen Port,Port of LA,5366.98,12,Critical,90
c0f21ad1-5e23-41d9-8391-19a5cb46345a,Chicago,London,United States,United Kingdom,Port Newark,Port of Felixstowe,12392.69,16,Low,18
d0eaa071-071f-4cb2-aa6e-1339273945f5,Felixstowe,Manchester,United Kingdom,United Kingdom,London Gateway,London Gateway,1376.87,7,High,68
819fc592-c0a6-4737-915d-bf020935bb22,Shanghai,Singapore,China,Singapore,Shenzhen Port,Port of Singapore,9671.09,17,Medium,63
85a092c3-c578-4161-adaf-f54628303ede,Hamburg,Ahmedabad,Germany,India,Bremerhaven,Kolkata Port,5443.44,10,Low,44
065e4640-d409-44eb-8cf1-dbade2a10d7a,Frankfurt,Shenzhen,Germany,China,Bremerhaven,Shanghai Port,1499.15,6,Medium,45
9264c905-0fdd-4d01-a2f5-d07407480503,New York,Manchester,United States,United Kingdom,Port Newark,Port of Felixstowe,8121.58,16,Low,26
a0e1ce2d-b770-4075-b323-283945ba891c,Singapore,Seoul,Singapore,South Korea,Port of Singapore,Port of Busan,9027.32,14,Low,44
e0270858-0929-4a0a-a151-ac28bd07421c,Osaka,London,Japan,United Kingdom,Port of Osaka,London Gateway,10265.72,22,High,60
b201a553-6f7c-41d1-942b-8d17a4204dae,Abu Dhabi,Sharjah,UAE,UAE,Khalifa Port,Khalifa Port,1704.76,5,Low,43
6b5b0244-da82-48e3-a83b-4daf406f146e,Singapore,Tokyo,Singapore,Japan,Port of Singapore,Port of Yokohama,4414.66,10,Low,16
5bf36edb-9bb6-4614-a6b7-57a24487da75,Busan,Felixstowe,South Korea,United Kingdom,Incheon Port,Port of Felixstowe,6738.92,12,Medium,44
6fd7e4aa-b427-4ed1-9597-55a33e98eb75,Kolkata,Hyderabad,India,India,Mundra Port,Chennai Port,210.78,2,Medium,57
f6ece48c-e2ab-482b-9e24-9722f5c1c0ce,London,Busan,United Kingdom,South Korea,London Gateway,Incheon Port,6928.16,11,Low,42
82b77aa7-3666-4091-865c-9fa8836f4b99,Hyderabad,Hamburg,India,Germany,Kolkata Port,Bremerhaven,3923.77,5,Medium,67
b410a5b1-a566-4d08-b686-bb079dab7867,Ningbo,Sharjah,China,UAE,Shenzhen Port,Jebel Ali,7335.91,16,Low,34
952de75d-f5c8-4d63-90ed-52d1c3ce1a67,New York,Rotterdam,United States,Netherlands,Port Houston,Port of Rotterdam,10525.21,27,High,72
130cf530-10df-42e4-9f88-dc17323ea8dc,Felixstowe,Tokyo,United Kingdom,Japan,Port of Felixstowe,Port of Yokohama,794.9,5,Medium,41
1c39fb0a-a70b-4e2d-ae0e-bc226b3913fc,Singapore,Incheon,Singapore,South Korea,Port of Singapore,Incheon Port,5978.44,8,Low,26
39f20f2c-2ff5-4cc1-ac31-c2700c884bea,Frankfurt,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,9914.8,16,Medium,55
45a361bd-5ca9-407b-a024-2168fa465282,Amsterdam,Hamburg,Netherlands,Germany,Port of Rotterdam,Bremerhaven,11060.32,18,Low,19
4adf517f-45e9-4ec5-8725-0614d9a988cc,London,Incheon,United Kingdom,South Korea,London Gateway,Incheon Port,9115.77,15,Medium,67
f254cb33-fbe0-463a-b9fc-b8c16981bdb6,Tokyo,Bremen,Japan,Germany,Port of Osaka,Port of Hamburg,11847.38,21,Medium,36
7f63bd42-a7ba-4b83-87e5-35fdeff0e2e9,New York,Delhi,United States,India,Port Houston,Chennai Port,6256.15,9,Low,26
d176175b-ab36-4d4f-b389-c2950f098e04,Tokyo,London,Japan,United Kingdom,Port of Osaka,London Gateway,12378.95,19,Low,37
45cbdf7c-c569-48a9-b42e-8f00d3d4e116,Singapore,Manchester,Singapore,United Kingdom,Port of Singapore,Port of Felixstowe,10564.14,15,Medium,42
c4176068-ab75-40bb-9723-328665ef8858,London,Felixstowe,United Kingdom,United Kingdom,London Gateway,Port of Felixstowe,2358.58,9,Low,22
c877ff99-b792-40a8-99a9-5377e670801c,Busan,Rotterdam,South Korea,Netherlands,Port of Busan,Port of Rotterdam,7418.87,10,Medium,54
94b4ba80-88e7-48fb-bd30-3e023b3b00f8,Abu Dhabi,Seoul,UAE,South Korea,Jebel Ali,Incheon Port,1365.51,3,Low,15
26522c60-c51b-4bde-8498-34051892233a,Amsterdam,Houston,Netherlands,United States,Port of Rotterdam,Port Newark,2251.21,7,Low,29
112c194b-48a6-4d5a-aa4e-c9e6c480381a,Singapore,Felixstowe,Singapore,United Kingdom,Port of Singapore,Port of Felixstowe,1355.76,4,Medium,41
fb1b7125-3811-416a-a020-0080e54f7496,Ningbo,Seoul,China,South Korea,Shenzhen Port,Incheon Port,3508.4,10,Low,35
3626b8b7-e5c0-4319-bb6c-426fb4229094,Hamburg,Rotterdam,Germany,Netherlands,Bremerhaven,Port of Rotterdam,7397.73,17,Medium,47
84bd20b6-44b9-49ff-8b0a-aa2f2343671d,Singapore,Dubai,Singapore,UAE,Port of Singapore,Jebel Ali,11627.0,24,Low,41
65a955a4-092a-4f05-8b6c-10824d13a857,Seoul,Dubai,South Korea,UAE,Incheon Port,Jebel Ali,5960.56,14,High,69
58eb5a62-42d7-4ca0-9049-8bcabf9fa786,Bremen,Incheon,Germany,South Korea,Bremerhaven,Port of Busan,5778.09,13,High,72
2539c754-59fb-4b7d-bf18-7d6f6c5821fa,Osaka,Houston,Japan,United States,Port of Osaka,Port of LA,2322.12,6,Medium,48
137986bf-2d47-4fb4-85a2-1e36a6b634f3,Singapore,Amsterdam,Singapore,Netherlands,Port of Singapore,Port of Rotterdam,11490.26,20,High,79
a5fc4a6a-cd5b-479f-ab84-3d4a11287b70,Ahmedabad,Bremen,India,Germany,Chennai Port,Port of Hamburg,11498.78,21,Low,32
f596e1be-1301-4921-8f82-87301dc8e28e,Houston,Shenzhen,United States,China,Port of LA,Shenzhen Port,9386.79,20,Medium,57
c5d1c163-5c55-48fe-8cf8-d9b148df487d,Osaka,Hamburg,Japan,Germany,Port of Osaka,Port of Hamburg,8441.76,11,High,71
35caa95b-7312-415f-a6bd-2419a1d108e8,Dubai,Manchester,UAE,United Kingdom,Jebel Ali,London Gateway,8574.97,12,Low,42
dc36e0b0-00a3-4dd6-81d8-6a71ce0babf9,Amsterdam,Frankfurt,Netherlands,Germany,Port of Rotterdam,Bremerhaven,5627.72,10,Low,24
1572c6df-6408-42eb-8630-a10706690d9d,Rotterdam,Abu Dhabi,Netherlands,UAE,Port of Rotterdam,Jebel Ali,7734.8,16,Medium,41
4bdbac5d-7247-490a-80c0-653356754df2,Yokohama,Dubai,Japan,UAE,Port of Osaka,Khalifa Port,12279.89,16,Low,33
a9045062-69bc-4c5d-a68a-1821672ec2a0,Sharjah,Yokohama,UAE,Japan,Khalifa Port,Port of Yokohama,10378.48,17,High,74
cdeb4d04-7bab-42a6-9410-d43e58ff7152,Osaka,Chicago,Japan,United States,Port of Yokohama,Port of LA,8042.1,19,High,67
32983469-72a2-48dc-a4cc-b5a490bf052e,Sharjah,Amsterdam,UAE,Netherlands,Khalifa Port,Port of Rotterdam,2364.99,6,High,81
e36b0ec9-d8ec-4a4d-a3dd-276b49ce296c,Abu Dhabi,Incheon,UAE,South Korea,Khalifa Port,Port of Busan,9233.83,14,Medium,51
6201ea35-7378-41e6-8da1-f00f4786143a,Kolkata,Abu Dhabi,India,UAE,Nhava Sheva,Khalifa Port,8115.58,17,Medium,42
ba12b379-84ab-4c95-888d-0bfca77530b1,Manchester,Amsterdam,United Kingdom,Netherlands,London Gateway,Port of Rotterdam,10454.21,13,High,67
6745edb9-988e-4d27-819e-828c81af8f0d,Seoul,Shenzhen,South Korea,China,Incheon Port,Shanghai Port,10641.65,18,Medium,38
c827c97e-892a-439c-9403-81d22e74107d,Busan,Ningbo,South Korea,China,Incheon Port,Ningbo-Zhoushan,12170.45,24,Low,45
d0448ee1-a31a-4535-80e5-2d351783e010,Chicago,Incheon,United States,South Korea,Port of LA,Port of Busan,8055.26,14,Medium,52
387b2848-9961-4764-99b1-c20bd973ce64,Busan,Hyderabad,South Korea,India,Incheon Port,Mundra Port,8294.85,17,Critical,82
23eba76b-63dd-47bd-99f8-015b443a9f58,Abu Dhabi,Delhi,UAE,India,Jebel Ali,Kolkata Port,9322.09,24,Low,29
8dc38400-6e16-493e-a83b-199fe3f11dba,Hamburg,Singapore,Germany,Singapore,Bremerhaven,Port of Singapore,6530.3,9,Low,17
622d2b30-b07b-402f-a269-cbba95fd132a,Houston,Osaka,United States,Japan,Port Newark,Port of Yokohama,6532.47,13,Medium,67
af78eb57-9aff-4175-9dd4-30d023e053d8,Abu Dhabi,Incheon,UAE,South Korea,Jebel Ali,Incheon Port,1520.41,4,Low,20
9f7249df-732f-4753-86f0-bce7f72352de,Sharjah,Singapore,UAE,Singapore,Khalifa Port,Port of Singapore,5724.66,11,Low,45
cdec20c5-e637-46d7-8b3a-03ab98b0187b,Osaka,Hyderabad,Japan,India,Port of Yokohama,Nhava Sheva,8013.54,13,Low,42
89d3d3d1-48f5-4799-a204-949d41b09536,Ningbo,Shenzhen,China,China,Shanghai Port,Ningbo-Zhoushan,277.46,5,Medium,54
a8041acb-e978-4a23-a0a3-a4a0a2cb9fa9,Chicago,Tokyo,United States,Japan,Port Houston,Port of Osaka,6042.74,14,Low,41
fbdefd26-8b45-404c-81bf-129c28d91690,Osaka,Dubai,Japan,UAE,Port of Osaka,Jebel Ali,4889.44,9,Medium,38
53809903-5865-40d4-8747-93ab6c4d1462,Houston,Amsterdam,United States,Netherlands,Port Houston,Port of Rotterdam,4523.55,7,Medium,44
1df17630-1009-46e9-8a13-d14a69e03f1e,Kolkata,Tokyo,India,Japan,Chennai Port,Port of Yokohama,3437.76,8,Low,31
457891a1-fb6f-4265-9b6f-83643e2d2002,Singapore,Chicago,Singapore,United States,Port of Singapore,Port Newark,6891.88,14,Low,16
5a73ca4a-6f45-4f29-8982-e91a7bbd99cc,Shenzhen,Rotterdam,China,Netherlands,Shanghai Port,Port of Rotterdam,5747.61,10,Medium,48
e564ea3a-94f0-4554-aae8-fcb60d2e9c6c,Bremen,Felixstowe,Germany,United Kingdom,Port of Hamburg,London Gateway,7002.1,11,Low,40
2f80d618-bb55-47ba-a2d0-7ce69b6c0f8e,Rotterdam,Manchester,Netherlands,United Kingdom,Port of Rotterdam,Port of Felixstowe,5242.74,8,High,65
8fac1c2f-48c2-4379-9ec7-df510f555e8b,Amsterdam,Tokyo,Netherlands,Japan,Port of Rotterdam,Port of Yokohama,3214.82,6,Low,30
6c0f6d67-6a4f-4927-abb8-0e1806386ed4,Hamburg,Shenzhen,Germany,China,Bremerhaven,Ningbo-Zhoushan,9115.26,13,High,67
b42dfef8-dc15-44b6-a43b-1309114ebb07,Amsterdam,Rotterdam,Netherlands,Netherlands,Port of Rotterdam,Port of Rotterdam,1738.98,6,Low,25
d77cd0d6-8e48-453d-b11a-ad9941595e7f,Los Angeles,Abu Dhabi,United States,UAE,Port Houston,Jebel Ali,7986.51,11,High,69
3e3bfcf7-a2ab-475d-a76e-9bff90cea559,Abu Dhabi,Singapore,UAE,Singapore,Khalifa Port,Port of Singapore,7583.18,12,Medium,48
dc3c74af-5540-4f3d-ac56-5f8b1d69f14f,Frankfurt,Manchester,Germany,United Kingdom,Port of Hamburg,London Gateway,6647.43,14,Low,45
1d338709-ca30-4026-83c2-7aecfd31a464,Incheon,Amsterdam,South Korea,Netherlands,Incheon Port,Port of Rotterdam,3093.24,4,High,65
c902c152-e95a-445e-8358-7f612e99e36b,Tokyo,Houston,Japan,United States,Port of Osaka,Port Houston,3655.53,5,Low,28
71b8dd49-08e7-4511-9f71-33aafd06bf75,Osaka,London,Japan,United Kingdom,Port of Osaka,Port of Felixstowe,12197.0,20,Low,16
10e0ddfc-a529-434a-b868-fdbdc17cb3a8,Osaka,Incheon,Japan,South Korea,Port of Yokohama,Port of Busan,10541.68,19,Low,16
aeb5c27d-53a6-405e-b1dc-3770c417a41d,Bremen,Shanghai,Germany,China,Port of Hamburg,Ningbo-Zhoushan,3964.05,5,Low,18
2bea1e8d-42fe-41ec-ae98-e6bdbff62796,Rotterdam,Dubai,Netherlands,UAE,Port of Rotterdam,Khalifa Port,6986.78,18,Medium,38
5bc05ecd-1119-4d16-97a0-95d19d93151c,Frankfurt,Rotterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,7974.78,12,Medium,64
dd7f5465-9d17-4244-9d99-1d1bd282c151,Ahmedabad,Ningbo,India,China,Mundra Port,Shanghai Port,10655.78,16,Medium,50
fe178cd7-4bdd-4a64-8a84-53699d5962da,Rotterdam,Ningbo,Netherlands,China,Port of Rotterdam,Shanghai Port,6660.64,18,Low,41
bce139a1-a542-4825-b2db-1a3c99f8ba1b,Tokyo,Kolkata,Japan,India,Port of Osaka,Mundra Port,6539.05,11,Critical,82
a67b3323-2644-435e-a375-a1f47ac54247,Ahmedabad,Hamburg,India,Germany,Chennai Port,Port of Hamburg,5648.21,13,Low,34
764f0f47-e071-4aca-87e3-9fe59eb37416,Hyderabad,Shanghai,India,China,Chennai Port,Shanghai Port,8301.94,17,Medium,68
6d5309f4-aa21-49e4-ad66-8468cc3ed4f7,Ningbo,Amsterdam,China,Netherlands,Ningbo-Zhoushan,Port of Rotterdam,9134.7,22,Medium,58
411c7cda-8cd2-4f97-b30d-ee3a9d463754,Chennai,Busan,India,South Korea,Mundra Port,Incheon Port,4225.0,8,Medium,52
e8b8a46d-c009-43d4-b330-05266edbd066,Osaka,Seoul,Japan,South Korea,Port of Yokohama,Incheon Port,12231.37,18,Low,20
1bbc03af-c888-4f09-aff7-4005935301f3,Hamburg,Seoul,Germany,South Korea,Port of Hamburg,Port of Busan,5942.41,10,Medium,68
2b56ced1-f5e2-448c-b013-b42b6fbff77b,Dubai,Delhi,UAE,India,Khalifa Port,Nhava Sheva,6774.13,13,High,70
e29a7939-c922-47aa-b9ff-62552cda5f64,Frankfurt,Amsterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,4528.82,8,Medium,43
b90ef543-104c-45d7-aa8c-403e8b32681a,Bremen,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,12318.52,21,High,69
2db91901-fd7b-4210-8a3a-91cd0a5017b1,Osaka,Tokyo,Japan,Japan,Port of Osaka,Port of Yokohama,511.56,6,High,75
9454202b-9cb9-4cd6-afec-02ca68072581,Abu Dhabi,Bremen,UAE,Germany,Khalifa Port,Bremerhaven,11937.09,16,Low,24
dc6609e5-ecfe-431f-a682-53c37c5dd84a,Ningbo,Amsterdam,China,Netherlands,Shenzhen Port,Port of Rotterdam,1560.47,3,Low,45
aa7a95c6-42df-40cd-ad35-f29adcbe0fad,New York,Osaka,United States,Japan,Port of LA,Port of Yokohama,3373.76,9,High,78
afbadae6-a8b8-412e-b15c-239277124595,Abu Dhabi,Chennai,UAE,India,Jebel Ali,Nhava Sheva,11673.99,18,Medium,41
cfdd00c4-5434-4788-9cc7-86e2d3cdd4d0,Amsterdam,Sharjah,Netherlands,UAE,Port of Rotterdam,Jebel Ali,3684.54,7,Low,33
f5d47b1d-4e30-41ca-9b8b-9301c27e0949,Bremen,New York,Germany,United States,Bremerhaven,Port Newark,1340.15,6,Medium,59
65fcfd44-437a-414c-a405-d03cc41eaaff,Shanghai,Tokyo,China,Japan,Shanghai Port,Port of Yokohama,8547.89,22,Low,29
6ce74833-a266-4989-9c63-3a82446f0de0,Hamburg,Kolkata,Germany,India,Port of Hamburg,Chennai Port,3907.32,6,Medium,57
87f17275-411b-4468-bf9b-a39d8572abb7,Hamburg,Houston,Germany,United States,Bremerhaven,Port Newark,5224.18,8,Low,25
db8834ce-e90c-4142-a130-2849188c1ce1,Mumbai,Dubai,India,UAE,Mundra Port,Jebel Ali,2976.76,5,Low,24
d525b46c-81a6-46b8-9caa-743fdea3a98a,Incheon,Abu Dhabi,South Korea,UAE,Incheon Port,Jebel Ali,11457.99,22,Critical,86
a123e955-74c0-4634-b6a5-8b20ff5e094d,Singapore,Sharjah,Singapore,UAE,Port of Singapore,Jebel Ali,2860.41,7,Medium,61
1ac9ff7a-313a-4a89-86e2-c076a18c96b8,Busan,Kolkata,South Korea,India,Incheon Port,Chennai Port,10373.17,17,Medium,53
b8972601-8ca9-4bb0-b7be-616bedf26437,Sharjah,Felixstowe,UAE,United Kingdom,Khalifa Port,Port of Felixstowe,9051.58,18,Medium,65
5b1d6eb0-3a31-4cc8-af5f-c1c1abcd6ee9,Rotterdam,Delhi,Netherlands,India,Port of Rotterdam,Mundra Port,7965.33,10,Medium,45
4ca13922-88a3-406c-9119-b822ba79aa57,Singapore,Rotterdam,Singapore,Netherlands,Port of Singapore,Port of Rotterdam,654.31,5,Low,15
352ba1f4-a9da-4f44-8c41-29bb665911cc,Bremen,Sharjah,Germany,UAE,Bremerhaven,Khalifa Port,6774.03,13,Low,28
3ab5ad25-3b5b-4a67-aefe-abb233e00de2,Busan,Yokohama,South Korea,Japan,Incheon Port,Port of Osaka,4128.05,8,Medium,40
b07f4925-1b5a-43b8-b98b-db28159d82b1,Chennai,Mumbai,India,India,Kolkata Port,Nhava Sheva,1165.82,5,Low,25
ab171611-d210-47f0-9b46-94c752dbc3f8,Incheon,Houston,South Korea,United States,Port of Busan,Port Houston,8996.51,13,Low,27
88ce6540-5a49-44ca-9539-066161795c48,Los Angeles,Bremen,United States,Germany,Port Houston,Bremerhaven,7352.87,15,Low,26
68634524-6882-44ae-ae76-bee127ce5d70,Abu Dhabi,Dubai,UAE,UAE,Jebel Ali,Jebel Ali,1743.32,5,Low,42
f27d5b57-4fa5-4ef4-a68b-9a922dd843e3,Guangzhou,Houston,China,United States,Shenzhen Port,Port Newark,5936.74,10,Low,37
084f9eef-27fa-435c-84cb-1bb7b4b3d81c,Hamburg,Abu Dhabi,Germany,UAE,Port of Hamburg,Jebel Ali,7801.97,16,Medium,66
37edd87c-292e-46c4-8cbb-c32708da51fe,Hyderabad,Hamburg,India,Germany,Kolkata Port,Port of Hamburg,9939.32,19,Medium,57
84fb44ae-1c0c-484e-8340-3c048033667d,Ningbo,Chicago,China,United States,Shanghai Port,Port of LA,486.81,2,Low,28
652a13a6-3869-47f2-a1ff-50c5adf4701e,Hyderabad,Kolkata,India,India,Chennai Port,Mundra Port,2262.49,6,Medium,61
ab9c78b8-e4bd-42be-9482-1c018bb092cf,Sharjah,Rotterdam,UAE,Netherlands,Khalifa Port,Port of Rotterdam,5798.46,16,High,76
899c122a-7ed7-4974-9924-b5feb26470b8,Amsterdam,Osaka,Netherlands,Japan,Port of Rotterdam,Port of Yokohama,7767.13,12,Medium,52
99f46797-ba8c-4bca-9837-0b88af74fa6b,Felixstowe,Manchester,United Kingdom,United Kingdom,Port of Felixstowe,Port of Felixstowe,1141.92,2,Low,32
daca3819-7945-41c0-ad70-83e9574708e4,Manchester,Houston,United Kingdom,United States,London Gateway,Port Houston,11114.03,26,Low,18
21f1bb37-a353-4d86-b626-b15ba37dd8a8,Felixstowe,Amsterdam,United Kingdom,Netherlands,Port of Felixstowe,Port of Rotterdam,11418.34,17,Medium,51
6e7b0374-c505-4c11-b8de-ec3bec946921,Houston,Tokyo,United States,Japan,Port Houston,Port of Osaka,291.0,1,Medium,47
c8561dbd-5288-4a23-b58e-09e43b00d188,Shanghai,Delhi,China,India,Ningbo-Zhoushan,Nhava Sheva,4057.19,9,High,60
9896c6ad-27b0-45a6-bcec-be9452dec534,Frankfurt,Tokyo,Germany,Japan,Port of Hamburg,Port of Osaka,6320.13,15,Low,29
21602258-182d-4e0c-9d89-8e978a23bb38,Abu Dhabi,Guangzhou,UAE,China,Jebel Ali,Shanghai Port,2887.67,6,Medium,52
ffd1f413-270a-4e96-a54a-7488ac91d25b,London,Hamburg,United Kingdom,Germany,Port of Felixstowe,Bremerhaven,3462.23,9,Medium,47
e21a8f6c-a34a-4f0d-97d8-d66601f23d8c,Guangzhou,Tokyo,China,Japan,Shenzhen Port,Port of Yokohama,12034.97,19,Medium,44
0c343f11-0b21-4d6c-bad5-88b38e733309,Osaka,Hamburg,Japan,Germany,Port of Yokohama,Port of Hamburg,738.39,4,Low,18
07e10b2d-96e1-4b50-b8f3-946553359868,Felixstowe,Chicago,United Kingdom,United States,Port of Felixstowe,Port of LA,8755.84,14,Medium,46
0a86be4b-f3b1-4d25-8f35-31d4d8fe9274,Chennai,London,India,United Kingdom,Mundra Port,London Gateway,2694.75,6,Critical,89
3754bdac-1401-4d22-bf61-8fbe11d74c85,Tokyo,Chennai,Japan,India,Port of Yokohama,Nhava Sheva,3837.03,10,Medium,48
b98e9d4c-4ea8-4de9-ad56-fe8e9587d62b,Guangzhou,Amsterdam,China,Netherlands,Shanghai Port,Port of Rotterdam,3321.95,6,Low,17
08b0407c-9ed4-4744-951c-727636131abd,Los Angeles,Houston,United States,United States,Port of LA,Port Newark,1394.59,6,Medium,56
80b3391d-4cbf-458f-8270-e9d9928d27d0,Amsterdam,Hyderabad,Netherlands,India,Port of Rotterdam,Nhava Sheva,5855.22,9,Low,15
094150c1-7510-45fc-acbf-ca117ee71c08,Hamburg,Yokohama,Germany,Japan,Bremerhaven,Port of Yokohama,7825.52,13,Medium,47
a0adf6fe-b45a-495b-b90d-ba5076339bff,Seoul,Amsterdam,South Korea,Netherlands,Port of Busan,Port of Rotterdam,6999.57,11,Low,20
87748a78-55b7-42a8-9d5a-c48d217c1b41,Rotterdam,Singapore,Netherlands,Singapore,Port of Rotterdam,Port of Singapore,2887.48,6,Low,30
24d8ed25-644e-4966-a9a8-da82c2b0fa3b,Singapore,New York,Singapore,United States,Port of Singapore,Port Houston,8942.26,18,Medium,37
44e2dbda-0f02-4079-9679-a0309c169abb,Abu Dhabi,Rotterdam,UAE,Netherlands,Khalifa Port,Port of Rotterdam,1011.71,3,Low,38
e0eab1dd-dd1c-446d-bf00-ba79f6516e12,Amsterdam,Los Angeles,Netherlands,United States,Port of Rotterdam,Port Newark,5874.14,9,Low,16
3bfb18a7-10f1-4c24-bea4-15c0ab6497d5,Yokohama,Dubai,Japan,UAE,Port of Osaka,Jebel Ali,9512.26,24,Medium,48
a4dcd3fb-2b67-48cb-94e3-a75ef3ce6532,Bremen,Amsterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,2176.29,7,Low,23
e74b8108-05ba-42c0-bae1-9ffb17000a9d,Tokyo,Hyderabad,Japan,India,Port of Osaka,Mundra Port,8332.16,17,Medium,63
0d67c434-7932-43e1-9408-4454bf3255f6,Felixstowe,Seoul,United Kingdom,South Korea,Port of Felixstowe,Incheon Port,7254.6,12,Low,20
f4de4c6b-66e8-4bd1-ac07-ee7dc96fe43b,Seoul,Kolkata,South Korea,India,Port of Busan,Kolkata Port,7208.74,17,Medium,39
b1d19cff-e326-4dbf-8442-57764323fc33,Singapore,Los Angeles,Singapore,United States,Port of Singapore,Port of LA,7795.63,18,Critical,99
fb5d7494-9958-467e-b929-ff72d49179ad,London,Houston,United Kingdom,United States,Port of Felixstowe,Port of LA,6342.51,16,High,60
5ac0ffec-334b-4744-b276-4ccc216fab84,Incheon,Kolkata,South Korea,India,Port of Busan,Nhava Sheva,4085.41,9,High,83
c16dc525-8172-4d94-acdb-ec0d14182320,Busan,Dubai,South Korea,UAE,Port of Busan,Khalifa Port,10063.16,24,Low,17
bee5922b-8c16-4233-92c3-3ed498c2826c,Abu Dhabi,New York,UAE,United States,Jebel Ali,Port of LA,1106.32,4,Critical,98
85dd64a7-df03-4518-9658-32ed87205ccb,Chicago,Hamburg,United States,Germany,Port Newark,Port of Hamburg,2548.46,9,Medium,68
bf4643f6-e576-404a-9009-52fa2d17b812,Singapore,Busan,Singapore,South Korea,Port of Singapore,Port of Busan,3971.3,11,Low,45
