Order_ID,Customer_Name,Product_Category,Quantity,Order_Date,Source_Warehouse,Destination_City,Priority,Order_Status
ORD0235,Asian Paints Ltd.,Paints,172,21-May-2026,Pune Logistics Center,Nashik,Medium,Delivered
ORD0236,Havells India Ltd.,Electrical Goods,295,22-May-2026,Ahmedabad Central Warehouse,Bhopal,Medium,Delivered
ORD0237,Nestle India Ltd.,Food Products,429,23-May-2026,Surat Distribution Center,Jaipur,High,Delivered
ORD0238,Dabur India Ltd.,FMCG,269,24-May-2026,Vadodara Fulfillment Hub,Rajkot,Medium,Delivered
ORD0239,Lenskart,Eyewear,243,25-May-2026,Mumbai Regional Hub,Nagpur,Medium,Delivered
ORD0240,Nykaa Retail,Cosmetics,219,26-May-2026,Pune Logistics Center,Pune,High,Delivered
ORD0241,Reliance Retail Ltd.,Electronics,390,27-May-2026,Ahmedabad Central Warehouse,Vadodara,Medium,Delivered
ORD0242,Tata Electronics Pvt. Ltd.,Medicines,490,28-May-2026,Surat Distribution Center,Vadodara,Medium,Delivered
ORD0243,Apollo Pharmacy,Grocery,293,29-May-2026,Vadodara Fulfillment Hub,Ahmedabad,High,Delivered
ORD0244,DMart Distribution,Consumer Goods,323,30-May-2026,Mumbai Regional Hub,Jaipur,Medium,Delivered
ORD0245,Amazon Seller Services,Home Appliances,62,31-May-2026,Pune Logistics Center,Udaipur,Medium,Delivered
ORD0246,Flipkart Seller Hub,Clothing,89,01-Jun-2026,Ahmedabad Central Warehouse,Nagpur,High,Delivered
ORD0247,Croma Retail,Paints,45,02-Jun-2026,Surat Distribution Center,Mumbai,Medium,Delivered
ORD0248,Aditya Birla Fashion,Electrical Goods,187,03-Jun-2026,Vadodara Fulfillment Hub,Rajkot,Medium,Delivered
ORD0249,Zydus Healthcare,Food Products,187,04-Jun-2026,Mumbai Regional Hub,Pune,High,Delivered
ORD0250,Asian Paints Ltd.,FMCG,162,05-Jun-2026,Pune Logistics Center,Nashik,Medium,Delivered
ORD0251,Havells India Ltd.,Eyewear,447,06-Jun-2026,Ahmedabad Central Warehouse,Surat,Medium,Delivered
ORD0252,Nestle India Ltd.,Cosmetics,29,07-Jun-2026,Surat Distribution Center,Bhopal,High,Delivered
ORD0253,Dabur India Ltd.,Electronics,46,08-Jun-2026,Vadodara Fulfillment Hub,Pune,Medium,Delivered
ORD0254,Lenskart,Medicines,352,09-Jun-2026,Mumbai Regional Hub,Surat,Medium,Delivered
ORD0255,Nykaa Retail,Grocery,406,10-Jun-2026,Pune Logistics Center,Ahmedabad,High,Delivered
ORD0256,Reliance Retail Ltd.,Consumer Goods,122,11-Jun-2026,Ahmedabad Central Warehouse,Ahmedabad,Medium,Delivered
ORD0257,Tata Electronics Pvt. Ltd.,Home Appliances,98,12-Jun-2026,Surat Distribution Center,Rajkot,Medium,Delivered
ORD0258,Apollo Pharmacy,Clothing,262,13-Jun-2026,Vadodara Fulfillment Hub,Udaipur,High,Delivered
ORD0259,DMart Distribution,Paints,308,14-Jun-2026,Mumbai Regional Hub,Rajkot,Medium,Delivered
ORD0260,Amazon Seller Services,Electrical Goods,378,15-Jun-2026,Pune Logistics Center,Mumbai,Medium,Delivered
ORD0261,Flipkart Seller Hub,Food Products,105,16-Jun-2026,Ahmedabad Central Warehouse,Jaipur,High,Delivered
ORD0262,Croma Retail,FMCG,402,17-Jun-2026,Surat Distribution Center,Bhopal,Medium,Delivered
ORD0263,Aditya Birla Fashion,Eyewear,418,18-Jun-2026,Vadodara Fulfillment Hub,Vadodara,Medium,Delivered
ORD0264,Zydus Healthcare,Cosmetics,75,19-Jun-2026,Mumbai Regional Hub,Jaipur,High,Delivered
ORD0265,Asian Paints Ltd.,Electronics,495,20-Jun-2026,Pune Logistics Center,Mumbai,Medium,Delivered
ORD0266,Havells India Ltd.,Medicines,366,21-Jun-2026,Ahmedabad Central Warehouse,Nashik,Medium,Delivered
ORD0267,Nestle India Ltd.,Grocery,386,22-Jun-2026,Surat Distribution Center,Rajkot,High,Delivered
ORD0268,Dabur India Ltd.,Consumer Goods,323,23-Jun-2026,Vadodara Fulfillment Hub,Bhopal,Medium,Delivered
ORD0269,Lenskart,Home Appliances,72,24-Jun-2026,Mumbai Regional Hub,Bhopal,Medium,Delivered
ORD0270,Nykaa Retail,Clothing,455,25-Jun-2026,Pune Logistics Center,Udaipur,High,Delivered
ORD0271,Reliance Retail Ltd.,Paints,432,26-Jun-2026,Ahmedabad Central Warehouse,Surat,Medium,Delivered
ORD0272,Tata Electronics Pvt. Ltd.,Electrical Goods,420,27-Jun-2026,Surat Distribution Center,Ahmedabad,Medium,Delivered
ORD0273,Apollo Pharmacy,Food Products,239,28-Jun-2026,Vadodara Fulfillment Hub,Udaipur,High,Dispatched
ORD0274,DMart Distribution,FMCG,279,29-Jun-2026,Mumbai Regional Hub,Udaipur,Medium,Processing
ORD0275,Amazon Seller Services,Eyewear,454,30-Jun-2026,Pune Logistics Center,Nashik,Medium,Processing
ORD0276,Flipkart Seller Hub,Cosmetics,241,01-Jul-2026,Ahmedabad Central Warehouse,Pune,High,Processing
ORD0277,Croma Retail,Electronics,382,01-Apr-2026,Surat Distribution Center,Vadodara,Medium,Delivered
ORD0278,Aditya Birla Fashion,Medicines,110,02-Apr-2026,Vadodara Fulfillment Hub,Bhopal,Medium,Delivered
ORD0279,Zydus Healthcare,Grocery,353,03-Apr-2026,Mumbai Regional Hub,Mumbai,High,Delivered
ORD0280,Asian Paints Ltd.,Consumer Goods,433,04-Apr-2026,Pune Logistics Center,Indore,Medium,Delivered
ORD0281,Havells India Ltd.,Home Appliances,258,05-Apr-2026,Ahmedabad Central Warehouse,Nashik,Medium,Delivered
ORD0282,Nestle India Ltd.,Clothing,157,06-Apr-2026,Surat Distribution Center,Pune,High,Delivered
ORD0283,Dabur India Ltd.,Paints,445,07-Apr-2026,Vadodara Fulfillment Hub,Surat,Medium,Delivered
ORD0284,Lenskart,Electrical Goods,471,08-Apr-2026,Mumbai Regional Hub,Nagpur,Medium,Delivered
ORD0285,Nykaa Retail,Food Products,404,09-Apr-2026,Pune Logistics Center,Nagpur,High,Delivered
ORD0286,Reliance Retail Ltd.,FMCG,332,10-Apr-2026,Ahmedabad Central Warehouse,Udaipur,Medium,Delivered
ORD0287,Tata Electronics Pvt. Ltd.,Eyewear,192,11-Apr-2026,Surat Distribution Center,Ahmedabad,Medium,Delivered
ORD0288,Apollo Pharmacy,Cosmetics,455,12-Apr-2026,Vadodara Fulfillment Hub,Pune,High,Delivered
ORD0289,DMart Distribution,Electronics,269,13-Apr-2026,Mumbai Regional Hub,Rajkot,Medium,Delivered
ORD0290,Amazon Seller Services,Medicines,428,14-Apr-2026,Pune Logistics Center,Mumbai,Medium,Delivered
ORD0291,Flipkart Seller Hub,Grocery,163,15-Apr-2026,Ahmedabad Central Warehouse,Jaipur,High,Delivered
ORD0292,Croma Retail,Consumer Goods,304,16-Apr-2026,Surat Distribution Center,Ahmedabad,Medium,Delivered
ORD0293,Aditya Birla Fashion,Home Appliances,117,17-Apr-2026,Vadodara Fulfillment Hub,Surat,Medium,Delivered
ORD0294,Zydus Healthcare,Clothing,388,18-Apr-2026,Mumbai Regional Hub,Nashik,High,Delivered
ORD0295,Asian Paints Ltd.,Paints,304,19-Apr-2026,Pune Logistics Center,Rajkot,Medium,Delivered
ORD0296,Havells India Ltd.,Electrical Goods,350,20-Apr-2026,Ahmedabad Central Warehouse,Bhopal,Medium,Delivered
ORD0297,Nestle India Ltd.,Food Products,249,21-Apr-2026,Surat Distribution Center,Ahmedabad,High,Delivered
ORD0298,Dabur India Ltd.,FMCG,170,22-Apr-2026,Vadodara Fulfillment Hub,Rajkot,Medium,Delivered
ORD0299,Lenskart,Eyewear,374,23-Apr-2026,Mumbai Regional Hub,Rajkot,Medium,Delivered
ORD0300,Nykaa Retail,Cosmetics,359,24-Apr-2026,Pune Logistics Center,Jaipur,High,Delivered
